#{"t_start": 1770904748.212053, "env_id": "None"}
r,l,t
424.176725,504,3441.366653
2160.846719,2493,3442.739736
1239.900213,1340,3443.859046
362.865909,455,3443.99165
3231.329181,3385,3446.107095
3329.919873,3710,3448.370453
2970.239638,3180,3449.923104
1141.403027,1539,3450.932715
1357.517216,1854,3452.049901
3353.971563,3479,3453.637933
2787.45966,2986,3455.703716
2670.000012,2848,3457.072308
463.306388,563,3457.814066
2565.61578,2904,3459.321716
2192.041783,2516,3460.705164
2970.963878,3188,3462.818583
369.088277,461,3462.966013
2670.997608,2877,3464.431539
792.169143,882,3465.303967
2158.639809,2471,3466.600961
2718.590133,2859,3467.974682
709.179461,802,3468.915945
2245.859028,2502,3470.233147
2847.441252,3154,3472.297874
2268.576355,2555,3473.672913
2780.663571,3160,3475.305173
2569.121496,2728,3477.300572
616.044549,732,3477.524031
2380.894327,2749,3478.99925
2237.413039,2544,3480.983871
2369.826858,2646,3482.364303
955.085908,1061,3482.679583
2209.424797,2557,3484.737636
2081.057976,2292,3486.029222
2458.503965,2742,3487.456789
1978.665721,2307,3488.715967
1827.80971,1896,3490.014113
2196.930268,2260,3491.25815
393.074017,498,3491.998498
2087.039589,2164,3493.256897
2362.504191,2640,3494.730267
2260.090503,2513,3496.061874
2349.27718,2511,3497.383825
1213.083406,1325,3498.413758
2291.789649,2429,3499.746562
2165.755717,2575,3501.065215
2469.727275,2588,3503.165692
1105.807629,1259,3503.515997
1809.57314,2131,3504.771243
968.900621,1118,3505.749574
1824.206193,1941,3506.889081
1218.953484,1363,3507.894728
867.668649,1023,3508.221897
476.068978,606,3508.376981
848.743112,976,3509.281152
1675.035794,1834,3510.496708
1713.845437,1876,3511.683478
2363.76187,2512,3513.12336
