#{"t_start": 1770904748.212053, "env_id": "None"}
r,l,t
732.441148,998,649.664095
301.264705,563,649.856802
341.956005,640,650.033022
683.077612,869,650.948247
293.565036,543,651.128259
222.92172,446,651.254483
442.32465,723,652.191757
1607.251087,1947,653.476815
740.698104,1041,653.85928
353.370993,606,654.030957
818.38214,1128,655.098198
475.321347,782,655.297852
1730.60049,2254,656.594438
256.030844,528,657.405144
246.731972,507,657.577937
667.754433,961,657.842224
292.379678,593,658.669531
838.114456,1013,659.061387
937.968343,1239,660.24328
1069.41157,1449,660.671724
436.067845,751,661.541315
589.215359,883,661.80406
841.666161,1211,662.800883
860.702224,1215,663.150989
533.018737,895,664.117198
716.543168,900,664.415191
709.008744,868,665.34503
1595.047369,2402,666.728459
1237.419438,2048,668.011329
551.588904,735,668.218314
566.434877,903,669.164596
647.560458,1086,669.533296
796.192927,1198,670.667703
632.846326,1002,670.937023
610.469296,1012,671.999497
1071.321779,1238,672.327111
424.098521,594,673.166152
775.647909,1142,673.51496
552.649292,887,674.527284
400.983844,712,674.746327
471.175891,795,674.945744
323.962449,664,675.82899
533.990984,860,676.085103
348.760258,655,676.258798
559.269533,721,677.214515
841.801757,1234,677.547003
376.513875,664,678.436974
515.558251,880,678.690202
559.009019,931,679.649858
416.755288,700,679.88399
737.837565,1126,680.917729
529.514223,872,681.21467
405.75935,742,681.404804
799.316282,1253,682.44305
405.311117,569,682.600142
515.452314,691,683.447838
1820.244796,2030,684.737056
685.833138,1106,685.11013
505.543697,856,686.062961
757.609656,1209,686.47564
378.344284,710,686.648715
480.202072,654,687.545312
506.470123,808,687.78367
1459.725169,1631,689.023495
367.011187,696,689.222311
510.354362,813,690.198485
475.44196,773,690.458361
545.076953,878,691.327704
502.816029,884,691.638947
345.963408,640,691.82358
1532.834967,1841,693.003005
331.062059,480,693.129764
320.21397,462,693.96316
361.605388,506,694.143766
1302.536254,1453,695.336844
737.536689,935,695.678208
307.05215,450,695.799206
508.893138,671,696.611303
890.948347,1414,697.069239
270.817915,441,697.182719
362.075965,504,698.014203
981.395995,1605,699.137996
472.9655,654,699.380556
704.448246,1056,699.683953
1330.679752,1913,700.991677
695.240764,1272,702.062994
521.925225,684,702.255881
574.342301,740,703.150592
254.165106,433,703.30828
184.75261,318,703.417562
320.304299,466,703.555136
640.615503,810,704.469222
675.379181,1070,704.822092
542.232482,731,705.06396
228.707429,378,705.91334
1867.933222,2094,707.262126
255.395731,430,707.413316
459.90997,610,707.596214
1281.446593,1628,708.82273
622.75014,862,709.060242
425.629832,609,709.909909
760.548392,1132,710.286358
246.795361,415,710.405849
545.953404,881,711.365972
996.606081,1421,712.388327
481.480275,657,712.618228
569.394222,870,712.853985
223.453901,378,712.944532
971.712749,1139,713.94589
791.690906,1031,714.90738
252.525779,414,715.079201
497.752058,782,715.361911
1003.935999,1182,716.397629
359.004154,498,716.564247
1459.68194,1899,717.769402
297.086794,449,717.913823
661.830798,906,718.85862
1904.600219,2045,720.156873
245.985418,405,720.309772
316.755989,459,720.470302
748.526842,1148,721.482049
1517.226125,1656,721.985084
223.796968,372,722.719723
265.855208,418,722.866094
547.750814,724,723.097394
360.360672,495,723.222887
322.290815,489,724.043577
243.812079,398,724.182784
291.691918,437,724.331249
773.836389,968,724.591423
1069.038196,1313,725.761393
332.066467,503,725.895103
753.208576,1119,726.972874
993.656443,1356,728.076842
295.584002,438,728.234806
1072.325143,1240,728.577228
347.156259,484,729.412624
404.475129,586,729.629636
653.870279,831,729.860955
415.72235,590,730.74927
409.412664,554,730.953648
274.715041,435,731.096017
547.248789,730,731.297249
681.35991,904,732.245728
691.030575,909,732.493789
696.687008,1037,733.476041
644.32867,1000,733.743632
386.0079,532,734.532578
359.976508,504,734.717592
800.418826,1191,735.042879
744.74257,1071,736.150125
1210.416327,1686,737.330497
1393.785742,1798,738.488203
842.438974,1008,738.800417
1481.25098,1874,740.043611
1115.413911,1414,741.176181
942.786235,1499,741.606119
1018.151491,1547,742.878738
951.56937,1133,743.850968
741.644564,1172,744.190413
2048.505597,2224,745.495093
816.155843,1284,746.613609
822.710611,1203,747.666148
1123.787237,1634,748.142839
853.683052,1289,749.223438
1015.558523,1873,750.440416
3332.614082,3605,752.989499
868.433035,1080,753.317693
1467.918389,1952,754.580364
1152.086631,1620,755.774412
779.675105,1199,756.780363
490.390338,653,757.023751
682.349386,845,757.262228
640.459382,822,758.171001
767.284382,966,758.485467
292.591158,450,758.598641
522.945553,716,759.469941
2560.924663,3355,761.170893
776.071439,936,762.180123
353.849325,506,762.320905
217.989805,378,762.417253
740.024848,925,763.404175
288.224458,446,763.559811
1107.166988,1278,764.557845
205.064398,366,764.685427
1294.324201,2050,765.952569
3038.807653,3406,767.678609
926.210743,1098,768.789641
312.938257,460,768.924668
431.825833,588,769.08205
646.554955,841,769.987652
385.071329,535,770.149409
564.632639,741,770.34264
300.210765,459,771.233795
549.418628,724,771.496542
897.017394,1093,772.4661
2147.140269,2524,773.917064
411.303759,592,774.113932
409.190229,556,774.258831
2142.842109,2314,776.196989
932.189091,1115,776.627662
591.412197,837,776.865642
312.079672,458,777.798409
519.367997,669,778.029554
1156.592146,1317,779.081845
493.057718,659,779.308158
248.277666,413,779.427036
1457.980702,1919,780.630901
961.62054,1526,781.793395
395.024456,547,781.961283
272.496878,436,782.082807
880.105173,1039,783.072935
497.154315,663,783.260462
992.283763,1443,784.348665
349.155218,495,784.493399
460.452346,637,784.652076
1710.74923,2284,786.723591
800.836602,937,787.0321
277.077055,431,787.144591
354.369398,540,787.273706
499.028483,689,788.248952
359.116934,498,788.39117
323.907295,496,788.516034
1404.079791,1604,789.74709
2154.134275,2478,791.158384
904.625494,1239,792.281072
1145.79877,1543,793.412642
1340.692447,1890,794.706553
644.466771,864,795.007423
449.084859,645,795.186074
1131.226047,1309,796.483853
208.852943,359,796.602419
462.624858,695,796.792412
1380.593392,1637,798.121136
404.345163,544,798.91127
1214.074121,1644,799.440251
868.969757,1215,800.511874
1471.69861,2114,801.861828
947.713052,1553,803.069038
987.63943,1293,803.463552
893.959388,1215,804.482435
634.880718,940,804.728041
382.056438,530,805.564267
1473.986552,1874,806.791503
1402.275755,1730,807.384075
366.604829,516,808.203277
1134.82152,1593,808.651107
277.503748,445,809.485116
856.268438,1098,809.814836
2607.977039,3012,812.028474
251.107296,412,812.18376
1400.977964,1913,813.54802
1035.935555,1264,813.900699
762.780581,1005,814.881604
902.406871,1099,815.20521
1914.961545,2494,817.282454
1176.925012,1573,817.783558
1384.862756,2133,819.140338
780.912061,1177,820.216949
930.913866,1354,821.308067
470.33788,610,821.561378
1692.807709,1982,822.903749
348.156692,506,823.056368
437.99373,585,825.253056
479.22762,634,825.774483
520.374916,668,826.332366
429.606305,573,826.838031
546.310257,697,829.129457
1559.162068,1947,832.802476
1580.784217,1737,836.377212
1305.533685,1434,837.608791
372.196814,517,840.019337
1019.565749,1577,841.399012
1193.408014,1557,844.773072
1353.660193,2215,848.761657
2049.319059,2615,853.065559
2680.983917,3310,859.956512
2124.370673,2307,864.036813
382.22297,573,864.543533
658.557993,851,867.275098
1203.056332,1378,870.870346
653.243657,831,871.690432
513.13985,678,872.758743
279.515666,438,873.21984
302.80226,446,875.622058
309.281373,451,876.10639
289.054871,434,876.502201
569.868532,755,877.16412
987.458385,1171,880.181956
329.836184,470,880.600933
1290.75939,1459,883.38445
411.584885,555,883.560904
256.846879,411,883.715443
1941.628547,2197,885.614121
1220.782205,1399,885.992275
404.944135,555,886.743899
527.89454,712,886.941432
1658.978379,2329,888.174369
691.933617,865,888.400886
390.208679,565,889.195334
1329.031998,1958,890.292451
497.500737,645,890.465021
515.694769,664,890.623945
939.689567,1491,891.603824
419.586137,571,891.738935
1284.766151,1897,892.831668
654.826696,832,893.648101
778.037184,1230,893.976561
351.934872,495,894.117651
722.596136,1127,895.050084
335.954752,484,895.16536
819.233672,1037,896.048171
964.607271,1356,896.401742
470.429928,664,897.18927
1291.873524,1540,898.195886
966.87371,1164,898.521935
2859.815892,3048,900.580416
266.487778,412,900.696811
1758.645966,2041,901.815182
558.852311,733,901.998694
465.209619,652,902.151087
1308.009886,1864,903.241293
853.815866,1037,904.155331
567.802701,779,904.346395
1493.122386,2106,905.510755
466.977898,637,906.288065
411.293626,590,906.454164
1713.532859,2469,907.693517
628.453979,818,907.888427
413.297426,569,908.662188
528.300224,678,908.834627
1507.90697,2086,910.011157
910.513353,1307,910.944611
1396.39379,1545,911.328497
406.874246,579,912.122391
1552.266501,2085,913.386888
897.995511,1296,913.759616
1396.035099,1977,915.061333
2314.16843,2523,917.120964
685.652454,1108,917.477659
671.695533,855,918.371969
1544.283459,2000,919.649509
974.584174,1228,920.049783
640.557663,998,920.991901
1096.610927,1509,921.408862
664.509881,996,922.383338
869.014649,1228,922.717256
631.693321,968,923.710646
664.700518,985,923.969224
826.790316,1150,925.027025
574.769438,752,925.225314
824.818798,1162,926.23605
454.600774,850,926.456031
634.79632,946,927.396847
509.963396,819,927.639228
497.162486,773,928.494634
783.879086,1140,928.861328
658.730592,942,929.781133
502.498593,845,930.126769
419.256712,710,930.309911
787.752322,1083,931.29589
516.747005,839,931.518829
446.024942,749,932.384767
509.974952,825,932.651767
503.457163,825,932.859055
498.330692,903,933.817191
534.950653,847,934.044811
540.063033,860,934.99184
501.340511,834,935.252136
556.506045,830,936.1387
767.260636,1063,936.482937
375.235615,665,936.648541
410.005367,715,937.547283
974.373945,1316,937.934592
470.054073,645,938.79202
627.153511,800,939.050077
401.412817,694,939.22488
702.706025,867,940.220947
843.105621,1219,940.547156
797.248013,1347,941.618095
531.837898,706,941.795145
503.006414,788,942.700112
795.906854,1164,943.017232
606.383867,957,943.966722
981.516929,1402,945.016822
679.056157,1037,945.368509
467.790141,653,945.536321
985.944307,1404,946.620935
522.74204,707,946.795496
720.516602,1093,947.809508
713.425916,911,948.051519
897.886525,1049,949.059701
1704.579476,1845,950.26954
2976.076399,3439,951.885547
577.1619,868,952.833884
707.866369,1092,953.12078
973.297215,1363,954.193072
786.624575,1194,955.219279
942.462666,1640,955.693258
2246.734039,2763,957.8003
428.120036,577,957.973325
259.302529,413,958.078068
343.855178,494,958.860725
952.463541,1622,959.351698
2440.606913,2989,961.649769
1324.862992,2159,962.934343
680.092665,1105,963.238467
776.402054,1270,964.2913
1086.858315,1858,965.507863
1992.828885,3140,967.102977
1892.63407,2756,969.26266
1301.455031,1765,970.408412
1412.559026,2069,971.738404
953.126806,1446,972.171615
705.231981,1182,973.197554
722.932542,1139,974.162689
1702.011942,2405,975.569721
1415.728931,1596,976.093295
1069.746975,1477,977.212564
507.600971,664,978.035768
1124.877894,1664,978.536351
1057.796424,1481,979.648756
709.569284,862,979.872151
1000.527001,1404,980.989261
1198.81188,1355,982.078414
1355.957201,1700,983.222124
622.309771,966,983.535881
485.124354,659,983.717038
598.766355,950,984.690458
581.586483,745,984.919653
500.961755,781,985.788168
370.164703,521,985.976148
702.217133,854,986.244788
698.089086,1014,987.220095
542.653952,814,987.45202
818.619574,1097,988.408228
1233.670539,1521,988.839213
789.274872,949,989.793807
789.388171,1061,990.065422
473.079331,735,990.97526
553.75183,722,991.194566
440.363023,737,992.076283
594.728843,751,992.338624
696.106742,954,992.607537
735.889678,1134,993.610121
942.147956,1255,994.615889
502.665673,768,994.891962
904.736975,1223,995.879177
332.964192,476,996.044781
524.937397,801,996.37752
888.004432,1058,997.3728
627.169289,911,997.662359
1089.504553,1405,998.711996
605.356441,929,998.97927
735.39911,1050,999.932475
464.693609,755,1000.157252
948.827599,1106,1001.106495
389.661347,539,1001.285032
924.227175,1248,1002.309427
728.598163,1047,1002.664153
723.712177,913,1002.922477
965.416165,1340,1003.976763
677.270914,820,1004.879666
1650.85247,1934,1005.473668
353.658283,512,1006.336782
401.494745,551,1006.549196
525.181995,687,1006.76977
730.412819,1030,1007.756203
379.154723,529,1007.938311
292.723443,444,1008.056724
649.989494,950,1008.978179
439.462282,587,1009.158728
942.439516,1125,1010.122474
552.710056,933,1010.434078
1000.923407,1335,1011.485872
1374.708444,1669,1012.659604
661.486742,856,1012.954791
1504.144825,1671,1014.064294
1026.180663,1380,1014.44731
372.272595,534,1015.275554
247.347179,384,1015.408126
414.952533,568,1015.565894
198.929969,329,1015.647903
383.272989,513,1016.428348
250.728774,397,1016.567152
458.956017,629,1016.764815
1216.262184,1353,1017.857546
246.85654,384,1017.986929
1373.853691,1716,1019.152476
448.59629,615,1019.355011
248.41424,386,1019.458268
553.971907,704,1020.305471
453.298544,613,1020.521395
436.737236,587,1020.692904
420.905955,586,1020.842525
609.097034,756,1021.755033
262.54125,432,1021.902128
1433.616026,1592,1023.08084
1975.397754,2385,1024.419527
219.492638,366,1024.521351
329.706363,466,1024.650499
650.485155,802,1025.572289
219.607592,352,1025.691603
1068.301424,1232,1026.690246
537.816408,720,1026.953866
379.382875,548,1027.133604
208.605365,346,1027.238324
1946.184854,2279,1028.651831
557.55826,732,1029.594612
304.518526,431,1029.744251
436.768415,621,1029.923569
178.52896,311,1030.006074
492.488987,661,1030.893872
454.346261,624,1031.090473
415.479506,548,1031.237995
700.995555,884,1032.247401
310.200407,477,1032.406483
691.861484,852,1032.636025
1199.089084,1545,1033.790757
165.091336,294,1033.863278
563.059602,733,1034.749131
230.47459,369,1034.873665
614.964901,798,1035.086831
461.616548,593,1035.8959
2030.568216,2144,1037.173807
355.990162,509,1037.359731
288.910672,423,1037.482849
447.80866,615,1037.638418
1263.921348,1621,1038.785643
1260.687745,1658,1039.951417
464.330506,626,1040.129577
526.425175,708,1040.985924
1172.41264,1485,1041.406098
1010.162772,1305,1042.463006
1011.443269,1343,1043.51967
811.074445,1082,1043.869139
918.713791,1251,1044.905581
742.033034,860,1045.163699
186.021156,323,1045.248231
1026.646477,1139,1046.260715
483.667407,630,1046.423905
432.451793,559,1047.18437
425.369198,595,1047.40356
714.088027,1003,1047.693056
299.431926,456,1048.451295
1481.04462,1574,1048.929745
484.271024,661,1049.802139
786.168661,912,1050.099638
548.7746,682,1050.268775
483.361677,652,1051.119181
1919.695654,2093,1052.366284
803.174092,1114,1052.748457
1003.797448,1265,1053.813634
536.706956,795,1054.046406
1323.39381,1651,1055.217734
1182.333204,1490,1056.312787
1628.415256,2090,1057.592594
303.791413,434,1057.765818
1215.044991,1375,1058.880062
493.174737,654,1059.111413
870.761573,1039,1060.113424
248.702901,399,1060.260233
194.388366,322,1060.375391
567.787491,738,1060.584543
331.472734,463,1060.700697
1836.38026,1925,1061.957257
538.221392,744,1062.870974
722.028357,852,1063.13888
1286.357458,1388,1064.227984
845.555124,996,1064.495536
2054.168651,2139,1065.787919
190.661926,321,1066.534601
1296.953897,1460,1066.98761
1102.133953,1489,1068.129379
1562.753209,1899,1069.332449
987.26898,1318,1070.338515
236.862472,381,1070.475745
1138.543359,1438,1070.869428
306.144136,448,1071.666789
1075.937801,1248,1072.042259
313.509305,483,1072.812954
617.565201,821,1073.107325
751.346214,1037,1073.383314
484.784382,751,1074.264476
730.979439,952,1074.536497
332.991331,474,1074.653746
423.006172,553,1075.539598
443.719125,685,1075.746128
1028.434277,1285,1076.795744
1050.136982,1317,1077.170147
617.532897,900,1078.132436
271.403815,406,1078.26315
685.211914,807,1078.472498
490.604107,709,1079.379077
404.207575,664,1079.583164
270.706628,405,1079.688603
372.592132,503,1080.470652
597.467449,876,1080.77351
806.776451,1101,1081.068676
515.594213,642,1081.948098
1164.271886,1406,1082.327187
1186.945282,1475,1083.475173
634.397146,911,1084.412024
503.964538,726,1084.634319
547.754226,812,1084.84578
939.57187,1207,1085.885885
526.726766,806,1086.097513
507.889031,677,1086.962876
709.97427,868,1087.226763
834.215174,1092,1088.188699
817.556226,1085,1088.535707
618.033599,891,1089.437407
570.002156,737,1089.659836
980.61251,1341,1090.662978
1284.642931,1558,1091.11703
1075.526925,1335,1092.198905
598.471734,740,1092.388299
482.533079,630,1093.267719
599.523994,751,1093.520303
600.715735,893,1094.441896
1026.105957,1311,1094.868275
676.131078,823,1095.744309
528.686489,805,1096.068349
520.943441,802,1096.290429
416.68679,680,1097.150191
399.529985,626,1097.35829
1089.981649,1305,1098.424302
762.994363,1031,1098.777637
707.408921,991,1099.715047
423.913274,572,1099.9186
745.872152,1014,1100.190568
1270.87724,1495,1101.297182
663.935727,947,1102.213095
1180.36247,1446,1102.6522
458.973939,626,1103.489222
984.247307,1108,1103.851633
716.909376,1020,1104.79395
481.286376,621,1105.00493
600.297593,760,1105.206389
1080.88238,1244,1106.228924
1134.904961,1411,1107.264938
586.724203,897,1107.556729
762.634851,1094,1108.51415
1434.35319,1588,1109.011964
554.466373,719,1109.895088
561.35453,704,1110.119135
540.322099,676,1110.293595
343.429803,487,1111.050013
791.44906,1064,1111.378425
1213.310347,1526,1112.509511
785.672154,1126,1112.804818
2007.858966,2333,1114.894724
734.936369,1066,1115.243623
385.70643,523,1115.384096
322.01292,468,1116.14235
464.550649,598,1116.343482
1310.861871,1779,1117.529553
1480.753699,2051,1118.816678
2883.355933,3079,1120.440137
3381.434301,4014,1122.932991
569.075953,730,1123.786771
1476.147976,1588,1124.357315
524.776009,667,1125.245732
394.556814,531,1125.430544
288.347213,426,1125.563371
341.785347,493,1125.693752
1178.709978,1324,1126.763761
811.248165,1161,1127.732582
385.976079,535,1127.933963
277.039722,417,1128.065472
556.558404,686,1128.24547
1479.503605,1912,1129.516522
679.455792,850,1130.452011
1149.647434,1511,1130.876468
1315.068467,1729,1132.069656
1049.559698,1410,1133.14871
2059.874922,2244,1134.52705
1496.026194,1930,1135.77995
1360.920271,1494,1136.880471
1110.730336,1568,1137.965074
1781.278107,2549,1139.413431
1470.814061,1677,1140.553818
1008.590618,1399,1140.993394
1279.760016,1622,1142.242697
1046.031834,1431,1143.356434
582.635605,868,1143.611039
1575.819337,1975,1144.911326
1061.812729,1413,1146.013262
873.834282,1241,1146.340926
1202.672626,1339,1147.432141
726.599904,1058,1148.389486
908.536121,1320,1148.803438
1141.525526,1633,1149.967424
619.44234,776,1150.16666
1063.873106,1531,1151.293113
2711.241842,3191,1153.566401
2649.904076,3253,1155.217448
2132.374592,2759,1157.346545
2404.690174,2859,1158.859666
828.126009,1028,1159.855879
649.517925,788,1160.140072
2112.93971,2691,1161.565072
1125.249326,1285,1162.611488
1565.861057,1651,1163.752703
530.905083,705,1163.975142
924.170291,1365,1165.04853
976.1154,1499,1165.483071
575.734226,717,1166.376245
785.523936,1122,1166.686847
703.024244,1011,1167.639374
2049.66619,2777,1169.108613
495.554236,638,1169.932724
2307.109717,2581,1171.424663
456.117065,621,1171.61454
306.332178,450,1171.731426
2016.135485,2437,1173.081653
371.742236,509,1173.921354
393.525575,533,1174.092067
405.418651,545,1174.235676
1291.971364,1519,1175.392865
403.557712,543,1175.542078
2082.289227,2173,1176.850626
1316.751458,1466,1177.964704
682.806946,888,1178.19
1725.325924,1842,1179.38524
788.99772,921,1180.344246
508.810691,649,1180.535595
1378.777173,1528,1181.660957
2457.785364,2953,1183.184578
1984.086237,2671,1185.280162
446.236787,609,1185.493874
732.431332,901,1185.74398
2193.743007,2551,1187.829701
2286.121969,2614,1189.270481
2408.726641,2726,1190.862413
725.920779,883,1191.767551
2410.115067,2802,1193.313678
2866.383994,3190,1195.553876
2220.816908,2586,1197.049515
2559.98423,2861,1198.506591
2196.571403,2565,1200.527802
2440.897925,2833,1202.081969
2784.683646,2847,1203.529815
2644.226876,2888,1205.720896
3121.93868,3253,1207.415353
2948.364915,3266,1209.696983
2567.872372,3103,1211.300555
3548.976055,3663,1213.70232
2466.34488,3033,1215.875177
1954.717227,2697,1217.414634
2896.813204,3447,1219.719356
1227.484836,1720,1220.219332
909.321887,1233,1221.314278
752.727917,1158,1222.309544
889.301652,1317,1222.709506
823.027766,1184,1223.743271
508.919235,806,1223.965145
2636.14324,3179,1226.198571
637.18386,1016,1226.499208
584.508651,973,1227.494098
519.343837,813,1227.736808
644.484163,1005,1228.679114
887.251624,1320,1229.087996
717.121966,1088,1230.054796
816.642793,1203,1230.388592
2219.178336,2860,1232.651081
963.050383,1332,1233.007884
592.161131,886,1233.964692
474.197952,789,1234.172064
469.939125,757,1235.035842
657.300188,1005,1235.338453
778.900039,1133,1236.308676
509.704876,822,1236.563084
739.938561,1123,1237.646708
590.268321,932,1237.955345
423.13987,755,1238.143331
792.236063,1153,1239.195187
1715.71128,2326,1240.512824
1609.859965,2247,1241.867448
896.837427,1362,1242.9778
795.959902,1204,1243.980184
1552.620034,2253,1245.31494
1712.276249,2311,1246.634296
675.647601,1077,1246.977159
1729.201083,2344,1248.340719
526.177496,881,1249.318607
2054.872263,2532,1250.739818
1921.370694,2418,1252.11532
1832.810451,2434,1253.548789
633.684998,1035,1254.542633
737.330053,1054,1255.476313
483.14068,810,1255.760346
454.237774,794,1255.981041
378.180081,654,1256.777461
1797.044661,2358,1258.278842
1845.632416,2362,1259.694592
960.213537,1378,1260.759439
851.286871,1183,1261.141175
417.919704,692,1261.327451
586.78691,895,1262.280939
658.044225,994,1262.562019
1552.478232,2197,1263.862581
1611.689338,2207,1265.819796
2205.289585,2554,1267.236358
1735.685922,2266,1268.580827
2310.688044,2461,1270.011509
857.764796,1019,1270.957848
1923.956324,2185,1272.402068
1947.224257,2259,1273.875994
1925.281603,2176,1275.181884
1972.556651,2143,1276.394871
768.471638,937,1276.644152
469.916571,628,1277.48439
1574.069128,1749,1278.636229
887.966109,1106,1279.008665
1262.857408,1382,1280.048465
1779.010084,1920,1281.212702
1699.718337,1867,1282.391989
421.489035,602,1282.604001
2043.410847,2169,1283.960732
966.456731,1153,1284.989878
941.511807,1132,1285.381875
2172.153229,2405,1286.715925
2051.971168,2169,1288.055036
518.807054,702,1288.913921
1189.947743,1350,1289.319551
1386.212598,1515,1290.433988
2220.648785,2367,1291.723311
813.128095,1003,1292.709576
801.776756,966,1293.018595
2424.810097,2567,1294.403393
2365.728227,2665,1296.494806
1919.581321,2051,1297.742198
1639.516208,1834,1298.994184
2272.054478,2680,1300.487686
1700.167177,1860,1301.675815
2742.618755,2882,1303.241585
2304.577857,2601,1304.663199
2288.167599,2707,1306.800667
2410.290982,2501,1308.241746
2648.510517,2802,1309.702298
967.204923,1139,1310.726077
2821.303892,2961,1312.209931
2370.492222,2696,1314.385735
2399.680356,2636,1315.856288
3047.631087,3248,1318.08668
2776.449635,3095,1319.790711
3392.137133,3547,1322.117321
3358.119073,3521,1324.435307
1147.607478,1310,1324.858037
3057.768185,3289,1327.150755
2614.65503,2924,1328.758758
3116.460767,3343,1331.17411
2959.941322,3216,1332.766314
2455.954468,2791,1334.936774
3520.481195,3857,1337.364833
2794.972919,3168,1338.984522
2467.410559,2944,1341.157874
2386.721422,2944,1342.686466
2690.145672,3066,1344.903793
2820.27309,3131,1346.537287
2735.864298,3092,1348.773237
2677.272756,2905,1350.334622
2575.039411,2775,1351.758159
703.646528,910,1352.746707
2667.971829,2896,1354.256639
2214.943838,2361,1355.581204
2698.220347,3017,1357.805954
3069.020744,3158,1359.391015
2494.033191,2719,1361.53685
420.7244,578,1361.727941
1609.022159,1749,1362.902327
649.590306,762,1363.122422
778.526611,951,1364.046871
252.747569,382,1364.18275
659.730902,813,1364.440933
431.639829,564,1365.247424
916.510978,1038,1365.563798
1362.427672,1497,1366.661345
521.002162,672,1366.85271
488.640757,674,1367.017331
1458.54271,1606,1368.169953
1239.570899,1372,1369.227613
1500.17635,1620,1370.387835
932.930965,1082,1370.709096
321.4171,451,1370.858987
426.383639,579,1371.708006
603.890799,790,1371.961288
407.347308,557,1372.105467
1057.456511,1180,1373.140835
1015.204791,1118,1374.095304
729.238864,873,1374.41381
477.612687,633,1374.612521
579.915949,742,1375.500654
316.760692,438,1375.649916
474.71642,590,1375.817993
305.717016,427,1375.919662
599.575761,805,1376.804987
202.264067,318,1376.914495
375.903875,482,1377.049899
277.284978,394,1377.14889
523.838535,699,1377.999003
319.405233,474,1378.154819
457.11368,631,1378.325661
569.847941,728,1379.166228
530.896151,711,1379.411786
622.812533,805,1379.6395
533.516379,755,1380.553906
703.220348,839,1380.836338
517.396975,755,1381.038864
220.14443,329,1381.765257
478.8155,647,1381.984367
670.863802,774,1382.204949
301.983138,424,1383.060096
968.70893,1115,1383.440243
244.976517,376,1383.53707
242.485183,371,1383.629345
534.589465,658,1384.491833
587.295899,735,1384.772273
335.362374,483,1384.90503
446.327865,598,1385.725744
272.48835,408,1385.873158
759.306976,877,1386.115096
346.632818,503,1386.861587
595.948778,726,1387.112618
390.478287,497,1387.256586
453.67591,615,1387.412558
577.798151,741,1388.309315
712.697475,823,1388.551646
588.211899,764,1389.391927
336.668669,489,1389.565332
760.187913,903,1389.836895
446.420903,590,1390.677731
626.906011,823,1390.970437
343.951456,497,1391.118806
674.183698,853,1391.966237
517.170109,675,1392.197062
1434.565188,1558,1393.293465
288.733999,418,1393.444139
612.877141,843,1393.694134
277.974205,412,1393.801268
1062.451475,1185,1394.843763
1180.095909,1333,1395.933833
798.754803,963,1396.230158
975.705551,1181,1397.206251
369.252286,518,1397.366914
869.625899,1023,1398.268797
565.08306,738,1398.530048
976.95156,1205,1398.845612
975.714949,1210,1399.88739
249.597612,395,1399.997069
472.83535,652,1400.863739
371.296084,506,1401.04613
710.460145,911,1401.311034
812.643177,1065,1402.284986
3451.774291,3711,1404.705257
2503.742914,3097,1406.368664
559.906261,778,1406.563449
450.784524,599,1407.396331
494.761339,634,1407.590695
361.510817,483,1407.713947
1909.017811,2222,1409.046388
474.737323,651,1409.894363
1416.74647,1784,1411.146347
1765.301695,2085,1412.40708
388.743369,504,1412.580153
1675.664462,2029,1413.830099
517.82189,652,1414.02155
1106.990341,1509,1415.133794
421.680026,591,1415.30349
1674.311426,2037,1416.61193
1037.424359,1231,1417.636779
1585.252236,1940,1418.859141
1233.424024,1583,1419.309343
689.851764,850,1420.261685
1645.914912,1979,1421.596134
1960.062894,2272,1422.924802
893.970228,1297,1423.926372
1264.667047,1590,1424.360068
1936.192362,2200,1425.640694
770.741637,1139,1426.685376
1727.261086,2026,1428.014094
1107.467225,1407,1429.122774
725.966488,1016,1429.430383
650.49415,992,1430.360286
816.267415,1100,1430.737694
1785.527937,2074,1432.028685
672.86006,834,1432.929217
2349.052187,2595,1434.378378
563.061437,901,1434.607596
1030.800035,1337,1435.663314
1328.469514,1610,1436.841939
706.46585,991,1437.143104
702.368267,975,1438.081487
1164.44559,1413,1438.491588
731.777549,1078,1439.500551
524.508815,844,1439.726548
1005.21428,1275,1440.798733
595.562535,890,1441.049256
1151.277221,1445,1442.199697
798.385894,1111,1443.160183
765.871001,1059,1443.48109
895.405359,1166,1444.483236
825.771126,1155,1444.808085
511.588453,762,1445.684459
1072.093633,1344,1446.157805
665.746034,974,1447.152488
1329.934352,1588,1448.251564
499.286632,805,1448.529151
1209.141631,1514,1449.614895
918.254099,1224,1449.980597
543.397605,788,1450.849465
3060.117682,3191,1452.511511
532.20974,795,1453.39523
468.144172,730,1453.642075
483.204864,744,1453.840392
773.169275,1068,1454.874793
942.544459,1203,1455.889076
1526.901771,1792,1456.478201
1415.160582,1692,1457.651788
449.95492,751,1458.513952
614.00054,899,1458.825987
1056.189572,1321,1459.889192
793.162344,1079,1460.223668
727.973491,1021,1461.173969
1026.030878,1329,1461.572075
614.339982,900,1462.498234
631.235462,977,1462.78285
575.76353,914,1463.691872
566.565801,846,1463.96403
1224.097221,1573,1465.078207
756.331021,1122,1465.387806
547.364902,848,1466.319756
1247.902952,1576,1467.409658
451.967276,769,1467.658234
1600.43766,2016,1468.957649
1325.714774,1683,1470.091091
700.143153,1048,1470.390639
1070.76421,1395,1471.474616
1167.104864,1521,1472.582709
867.538953,1023,1472.902671
726.379884,1151,1473.899988
913.314645,1398,1474.310986
